MSRP,Dealer's Price,Price,Make,Model,Year,Transmission,Mileage,Dealer Name,Dealer Address
"$58,580","$58,580","$59,026",,Wrangler,2022.0,8-Speed Automatic,25 miles,Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331"
"$59,070","$59,070","$59,070",,Wrangler,2022.0,Automatic,1 miles,Big Star Chrysler Jeep Dodge RAM Fiat Clear Lake,"15711 Gulf Fwy<br>Webster, TX 77598"
"$59,070","$59,070","$59,070",,Wrangler,2022.0,Automatic,1 miles,Big Star Chrysler Jeep Dodge RAM Fiat Clear Lake,"15711 Gulf Fwy<br>Webster, TX 77598"
"$60,730","$59,230","$59,230",,Wrangler,2022.0,Automatic,0 miles,Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338"
"$59,350","$59,350","$59,350",,Wrangler,2022.0,8-Speed Automatic,---,Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375"
"$57,480","$59,480","$59,480",,Wrangler,2022.0,8-Speed Automatic,10 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
"$59,675","$59,675","$59,675",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
"$59,770","$59,770","$59,770",,Wrangler,2022.0,Automatic,2 miles,Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy<br>Houston, TX 77065"
"$59,870","$59,870","$59,870",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
"$60,070","$60,070","$60,070",,Wrangler,2022.0,8-Speed Automatic,0 miles,Bayway Chrysler Dodge Jeep Ram,"4000 Pasadena Fwy<br>Pasadena, TX 77503"
"$60,070","$60,070","$60,070",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
"$60,070","$60,070","$60,070",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
"$60,070","$60,070","$60,070",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
"$60,070","$60,070","$60,070",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
"$60,070","$60,070","$60,070",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
"$60,070","$60,070","$60,070",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
"$60,080","$60,080","$60,080",,Wrangler,2022.0,Automatic,11 miles,Momentum Chrysler Dodge Jeep Ram,"3704 NE I 10 Frontage Rd<br>Sealy, TX 77474"
"$60,250","$60,250","$60,250",,Wrangler,2022.0,8-Speed Automatic,10 miles,Bayway Chrysler Dodge Jeep Ram,"4000 Pasadena Fwy<br>Pasadena, TX 77503"
"$58,280","$60,280","$60,280",,Wrangler,2022.0,8-Speed Automatic,5 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
"$58,280","$60,280","$60,280",,Wrangler,2022.0,8-Speed Automatic,10 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
"$58,280","$60,280","$60,280",,Wrangler,2022.0,8-Speed Automatic,10 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
"$58,280","$60,280","$60,280",,Wrangler,2022.0,8-Speed Automatic,5 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
"$58,280","$60,280","$60,280",,Wrangler,2022.0,8-Speed Automatic,5 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
"$61,855","$60,355","$60,355",,Wrangler,2022.0,Automatic,0 miles,Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338"
"$60,645","$60,645","$60,645",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
"$60,645","$60,645","$60,645",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
"$60,730","$60,730","$60,730",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
"$60,770","$60,770","$60,770",,Wrangler,2022.0,Automatic,1 miles,Big Star Chrysler Jeep Dodge RAM Fiat Clear Lake,"15711 Gulf Fwy<br>Webster, TX 77598"
"$60,940","$60,940","$60,940",,Wrangler,2022.0,Automatic,0 miles,Gillman Jeep,"10575 W Sam Houston Pkwy S<br>Houston, TX 77099"
"$61,860","$61,860","$61,860",,Wrangler,2022.0,8-Speed Automatic,---,Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375"
"$59,965","$61,965","$61,965",,Wrangler,2022.0,8-Speed Automatic,5 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
"$59,965","$61,965","$61,965",,Wrangler,2022.0,8-Speed Automatic,10 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
"$65,725","$62,325","$62,325",,Wrangler,2022.0,8-Speed Automatic,0 miles,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079"
"$61,935","$61,935","$62,381",,Wrangler,2022.0,8-Speed Automatic,15 miles,Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331"
"$57,480","$62,480","$62,480",,Wrangler,2022.0,8-Speed Automatic,5 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
"$62,860","$62,860","$62,860",,Wrangler,2022.0,8-Speed Automatic,---,Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375"
"$61,075","$63,075","$63,075",,Wrangler,2022.0,8-Speed Automatic,10 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
"$63,075","$63,075","$63,075",,Wrangler,2022.0,8-Speed Automatic,---,Yaklin Chrysler Dodge Jeep Ram of Angleton,"1212 S Velasco St<br>Angleton, TX 77515"
"$63,170","$63,170","$63,170",,Wrangler,2022.0,Automatic,0 miles,Gillman Jeep,"10575 W Sam Houston Pkwy S<br>Houston, TX 77099"
"$61,925","$63,925","$63,925",,Wrangler,2022.0,8-Speed Automatic,5 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
"$62,550","$64,550","$64,550",,Wrangler,2022.0,8-Speed Automatic,5 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
"$60,425","$64,900","$64,900",,Wrangler,2022.0,Automatic,4 miles,Crossroads Dodge Chrysler Jeep Ram,"320 Highway 146 Byp<br>Liberty, TX 77575"
"$61,165","$65,888","$65,888",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024"
"$66,560","$66,560","$66,560",,Wrangler,2022.0,8-Speed Automatic,---,Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375"
"$67,105","$67,105","$67,105",,Wrangler,2022.0,Automatic,2 miles,Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy<br>Houston, TX 77065"
"$67,560","$67,560","$67,560",,Wrangler,2022.0,8-Speed Automatic,---,Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375"
"$67,935","$67,935","$68,381",,Wrangler,2022.0,8-Speed Automatic,15 miles,Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331"
"$68,885","$68,885","$68,885",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
"$64,480","$69,888","$69,888",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024"
"$70,030","$70,030","$70,030",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098"
"$71,195","$71,195","$71,195",,Wrangler,2022.0,Automatic,2 miles,Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy<br>Houston, TX 77065"
"$70,935","$72,935","$72,935",,Wrangler,2022.0,8-Speed Automatic,5 miles,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578"
"$70,970","$74,888","$74,888",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024"
"$70,055","$75,888","$75,888",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024"
"$73,055","$77,888","$77,888",,Wrangler,2022.0,8-Speed Automatic Overdrive,0 miles,Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024"
Not Provided,No Price Listed,4WD,,Wrangler,2022.0,8-Speed Automatic,5 miles,DeMontrond Chrysler Dodge Jeep Ram in Conroe,"888 1-45 S.<br>Conroe, TX 77304"
"$38,878","$38,878","$38,878",,Tundra,2022.0,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
"$38,878","$38,878","$38,878",,Tundra,2022.0,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
"$42,220","$42,220","$42,220",,Tundra,2022.0,Automatic,---,Toyota of Katy,"21555 Katy Freeway<br>Katy, TX 77450"
"$45,101","$45,101","$45,101",,Tundra,2022.0,Automatic,---,Mike Calvert Toyota,"2333 South Loop West<br>Houston, TX 77054"
"$46,719","$46,719","$46,719",,Tundra,2022.0,Automatic,7 miles,Fred Haas Toyota Country,"22435 State Highway 249<br>Houston, TX 77070"
"$47,381","$47,381","$47,381",,Tundra,2022.0,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
"$47,976","$47,976","$47,976",,Tundra,2022.0,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
"$48,905","$48,905","$48,905",,Tundra,2022.0,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
"$48,906","$50,401","$50,401",,Tundra,2022.0,Automatic,5 miles,Sterling McCall Toyota Fort Bend,"20465 Southwest Freeway<br>Richmond, TX 77469"
"$48,957","$48,957","$48,957",,Tundra,2022.0,Automatic,---,Toyota of Katy,"21555 Katy Freeway<br>Katy, TX 77450"
"$48,984","$48,984","$48,984",,Tundra,2022.0,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
"$49,036","$49,036","$49,036",,Tundra,2022.0,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
"$48,957","$48,957","$49,194",,Tundra,2022.0,Automatic,1 miles,Family Toyota of Arlington,"1661 Wet N Wild Way<br>Arlington, TX 76011"
"$49,409","$49,409","$49,409",,Tundra,2022.0,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
"$51,566","$53,061","$53,061",,Tundra,2022.0,Automatic,5 miles,Sterling McCall Toyota Fort Bend,"20465 Southwest Freeway<br>Richmond, TX 77469"
"$51,910","$51,910","$51,910",,Tundra,2022.0,Automatic,---,Toyota of Katy,"21555 Katy Freeway<br>Katy, TX 77450"
"$50,451","$51,946","$51,946",,Tundra,2022.0,,5 miles,Sterling Mccall Toyota,"9400 Southwest Freeway<br>Houston, TX 77074"
"$52,044","$52,044","$52,044",,Tundra,2022.0,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
"$52,044","$52,044","$52,044",,Tundra,2022.0,Automatic,19 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
"$52,471","$52,471","$52,471",,Tundra,2022.0,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373"
"$55,733","$55,733","$55,733",,Tundra,2022.0,Automatic,---,Don McGill Toyota of Houston,"11800 Katy Freeway<br>Houston, TX 77079"
"$56,014","$56,014","$56,014",,Tundra,2022.0,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
"$56,114","$56,114","$56,114",,Tundra,2022.0,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
"$56,114","$56,114","$56,114",,Tundra,2022.0,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
"$57,556","$57,556","$57,556",,Tundra,2022.0,Automatic,7 miles,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
"$65,378","$65,378","$65,378",,Tundra,2022.0,Automatic,---,Toyota of Katy,"21555 Katy Freeway<br>Katy, TX 77450"
"$58,970","$58,970","$58,970",,Tundra,2022.0,Automatic,---,Don McGill Toyota of Houston,"11800 Katy Freeway<br>Houston, TX 77079"
"$58,640","$58,640","$59,075",,Tundra,2022.0,Automatic,0 miles,Toyota of Laredo,"6324 Bob Bullock Loop<br>Laredo, TX 78041"
"$59,218","$60,713","$60,713",,Tundra,2022.0,Automatic,5 miles,Sterling McCall Toyota Fort Bend,"20465 Southwest Freeway<br>Richmond, TX 77469"
"$59,233","$59,233","$59,233",,Tundra,2022.0,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
"$60,242","$60,242","$60,242",,Tundra,2022.0,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
"$59,949","$59,949","$60,384",,Tundra,2022.0,Automatic,5 miles,"Powell Watson Motors, Inc.","6301 Arena Blvd<br>Laredo, TX 78041"
"$62,052","$62,052","$62,052",,Tundra,2022.0,Automatic,"4,359 miles",Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
"$62,325","$62,325","$62,325",,Tundra,2022.0,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
"$66,645","$66,645","$66,645",,Tundra,2022.0,Automatic,---,Don McGill Toyota of Houston,"11800 Katy Freeway<br>Houston, TX 77079"
"$67,771","$67,771","$67,771",,Tundra,2022.0,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
"$68,600","$68,600","$68,600",,Tundra,2022.0,Automatic,5 miles,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
"$67,253","$68,748","$68,748",,Tundra,2022.0,Automatic,10 miles,Sterling McCall Toyota Fort Bend,"20465 Southwest Freeway<br>Richmond, TX 77469"
"$78,001","$78,001","$78,001",,Tundra,2022.0,Automatic,6 miles,Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304"
"$78,426","$78,426","$78,426",,Tundra,2022.0,Automatic,---,Mike Calvert Toyota,"2333 South Loop West<br>Houston, TX 77054"
Not Provided,"$78,990","$78,990",,Tundra,2022.0,Automatic,248 miles,Mike Calvert Toyota,"2333 South Loop West<br>Houston, TX 77054"
