Make:,Model:,Year:,Body type:,Exterior color:,Interior color:,Mileage:,VIN:,Price:,Dealer Name:,Dealer Address:,Trim:,Dealer's Price:,MSRP:,Location:,Transmission:,Exterior Color:,Interior Color:,Est. Gas Mileage*:,Battery Performance:,Engine:,Drivetrain:,Fuel Type:,Condition:,Cabin Size:,NHTSA Overall Safety Rating:
Jeep,Wrangler,2022.0,SUV / crossover,Gray,Black,0 mi,1C4HJXDNXNW201424,"$46,219",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035",Sport Altitude 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,,1C4HJXDG3NW151337,"$46,345",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sport S 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black,Black,0 mi,1C4HJXDM8NW231982,"$46,775",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,10 mi,1C4HJXDN5NW251504,"$46,810",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,10 mi,1C4HJXDN1NW251502,"$47,205",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White,Brown (Heritage Tan/Black),0 mi,1C4HJXDGXNW231427,"$47,570",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",High Tide 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,2 mi,1C4HJXDN1NW223831,"$47,583",Freestone Autoplex,"1201 Hwy 84 West<br>Fairfield, TX 75840",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray,Black,0 mi,1C4HJXDG3NW231429,"$47,965",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",High Tide 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Firecracker Red Clearcoat,Black,2 mi,1C4HJXDN3NW223832,"$48,228",Freestone Autoplex,"1201 Hwy 84 West<br>Fairfield, TX 75840",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White,Black,0 mi,1C4HJXDG2NW227579,"$48,270",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",High Tide 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray,Black,6 mi,1C4HJXEN2NW118228,"$48,529",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035",Sahara Altitude 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black,Brown (Heritage Tan/Black),0 mi,1C4HJXDG8NW231426,"$48,665",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",High Tide 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sarge Green Clearcoat,Black,7 mi,1C4HJXDG5NW241928,"$48,760",Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,7 mi,1C4HJXDG1NW241926,"$48,760",Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray,,0 mi,1C4HJXDN7NW222313,"$48,878",Neessen Chrysler Dodge Jeep Ram,"2151 N US Highway 77 Byp<br>Kingsville, TX 78363",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearlcoat,Brown (Heritage Tan/Black),0 mi,1C4HJXDG6NW231425,"$49,110",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",High Tide 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearlcoat,Black,0 mi,1C4HJXDG0NW227581,"$49,460",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",High Tide 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black,Black,0 mi,1C4HJXDG0NW227578,"$49,460",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",High Tide 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray,Black,0 mi,1C4HJXDG9NW227577,"$49,460",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",High Tide 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sarge Green Clearcoat,Black,10 mi,1C4HJXDG9NW194970,"$49,920",Atascosa Chrysler Dodge Jeep,"110128 I-37<br>Pleasanton, TX 78064",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4HJXDM3NW255901,"$50,194",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4HJXDG5NW194934,"$50,220",South Point Dodge Chrysler Jeep,"5210 IH-35 South<br>Austin, TX 78745",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sarge Green Clearcoat,Black,,1C4HJXDN9NW215489,"$50,543",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,0 mi,1C4HJXEN3NW253136,"$50,594",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,0 mi,1C4HJXEN5NW253137,"$50,989",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,0 mi,1C4HJXEN1NW253135,"$50,989",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,2 mi,1C4HJXEN0NW176905,"$53,068",Fowler Jeep of Boulder,"5075 East Pearl Pkwy<br>Boulder, CO 80301",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,16 mi,1C4HJXEN0NW173390,"$51,081",Foundation Chrysler Dodge Jeep Ram - Wichita Falls,"2900 Old Jacksboro Hwy<br>Wichita Falls, TX 76302",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Firecracker Red Clearcoat,Black,10 mi,1C4HJXEN5NW220137,"$51,120",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,15 mi,1C4HJXEG7NW260091,"$51,234",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray,Black,0 mi,1C4HJXDG3NW224349,"$51,259",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,65 mi,1C4HJXDG7NW200846,"$51,287",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,8 mi,1C4HJXDM6NW255603,"$51,337",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,7 mi,1C4HJXDG9NW120514,"$51,870",Covert Chrysler Dodge Jeep Ram-Austin,"8107 Research Blvd<br>Austin, TX 78758",Sport S 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearlcoat,Black,10 mi,1C4HJXDN7NW125368,"$52,070",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,12 mi,1C4HJXDG2NW115655,"$52,351",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sport S 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,10 mi,1C4HJXEG3NW241991,"$53,295",Mac Haik Dodge Chrysler Jeep-Georgetown,"5255 S Interstate 35<br>Georgetown, TX 78626",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black,Black,4 mi,1C4HJXDG9NW249661,"$53,444",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035",Sport S 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Brown (Limited Edition Gobi Clearcoat),Black,9 mi,1C4HJXDMXNW247522,"$53,624",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Brown (Limited Edition Gobi),Black,1 mi,1C4HJXFN2NW248234,"$53,616",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,20 mi,1C4HJXDM1NW247523,"$53,923",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,10 mi,1C4HJXEGXNW271876,"$54,470",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray,Black,10 mi,1C4HJXDG8NW204095,"$54,649",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035",High Tide 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black,Black,0 mi,1C4HJXEN8NW252760,"$54,909",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,20 mi,1C4HJXEG2NW121437,"$54,920",Nyle Maxwell CDJR Taylor,"14150 State Highway 79<br>Taylor, TX 76574",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Yellow (High Velocity Clearcoat),Black,2 mi,1C4HJXDM1NW248591,"$57,268",Fowler Jeep of Boulder,"5075 East Pearl Pkwy<br>Boulder, CO 80301",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,10 mi,1C4HJXDG4NW137432,"$55,300",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Willys 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,9 mi,1C4HJXEM4NW243125,"$55,745",Mac Haik Dodge Chrysler Jeep-Georgetown,"5255 S Interstate 35<br>Georgetown, TX 78626",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,White,Black,0 mi,1C4HJXDGXNW203658,"$55,764",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035",High Tide 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black,Black,0 mi,1C4HJXDG8NW203657,"$56,159",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035",High Tide 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,10 mi,1C4HJXEG3NW211809,"$56,940",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray,Black,4 mi,1C4HJXEN0NW208154,"$56,974",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035",Sahara Altitude 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,11 mi,1C4HJXDG7NW272095,"$57,056",Ingram Park Auto Center Chrysler Jeep,"7000 NW Loop 410<br>San Antonio, TX 78238",,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,10 mi,1C4HJXEG2NW260127,"$57,820",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,White,Black,0 mi,1C4HJXFN2NW246452,"$58,124",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,13 mi,1C4HJXEM8NW248862,"$58,369",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,15 mi,1C4HJXFG2NW266864,"$60,067",Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,37 mi,1C4HJXEN5NW238539,"$62,533",Fowler Jeep of Boulder,"5075 East Pearl Pkwy<br>Boulder, CO 80301",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray,Black,0 mi,1C4HJXFN4NW246453,"$61,164",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,0 mi,1C4HJXFN0NW253884,"$62,371",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Brown (Limited Edition Gobi Clearcoat),Black,,1C4JJXFG6NW222691,"$64,386",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearlcoat,Black,14 mi,1C4JJXFMXNW261015,"$64,580",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Firecracker Red Clearcoat,Black,0 mi,1C4HJXFG6NW260324,"$67,623",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4JJXFMXNW239077,"$67,661",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Firecracker Red Clearcoat,Black,10 mi,1C4JJXFG4NW239134,"$68,260",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,10 mi,1C4JJXFG6NW232556,"$70,180",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,10 mi,1C4JJXSJXNW237793,"$83,770",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4JJXSJ7NW233135,"$87,581",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,10 mi,1C4JJXSJ2NW126476,"$87,585",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray,Black,80 mi,1C4JJXSJ3NW210046,"$90,990",Carvana,"13817 U.S. 183<br>Austin, TX 78750",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,10 mi,1C4JJXSJ6NW192299,"$92,005",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,2 mi,1C4JJXSJ5NW159911,"$94,318",Fowler Jeep of Boulder,"5075 East Pearl Pkwy<br>Boulder, CO 80301",Rubicon 392 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Yellow (PJF High Velocity Clear Coat),Yellow (A7X9),6 mi,1C4HJXDN0NW227479,"$46,605","Steele CJDR Lockhart, LLC","2000 S Colorado St<br>Lockhart, TX 78644",,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,17 mi,1C4HJXDG4NW124454,4WD,Yaklin Chrysler Dodge Jeep Ram,"1550 W Kingsbury St<br>Seguin, TX 78155",Sport 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,0 mi,1C4JJXP64NW214417,"$60,695",Yaklin Chrysler Dodge Jeep Ram,"1550 W Kingsbury St<br>Seguin, TX 78155",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray,Black,0 mi,1C4JJXP64NW275797,"$54,880",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Dark Saddle/Black,,1C4JJXP68NW260722,"$55,298",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Black,,1C4JJXP65NW239486,"$55,384",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXP69NW271678,"$55,392",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White,Black,0 mi,1C4JJXP60NW275795,"$55,485",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Brown (Limited Edition Gobi Clearcoat),Dark Saddle/Black,,1C4JJXP62NW239686,"$55,838",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black,Black,0 mi,1C4JJXP69NW275794,"$55,880",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXP67NW271677,"$57,135",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXP60NW276283,"$57,489",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,,1C4JJXP61NW153298,"$57,674",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Yellow (High Velocity Clearcoat),Black,0 mi,1C4JJXP69NW205292,"$58,479",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,13 mi,1C4JJXP67NW136926,"$58,479",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,0 mi,1C4JJXP68NW229521,"$58,749",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,25 mi,1C4JJXP60NW177883,"$58,882",Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Brown (Limited Edition Gobi Clearcoat),Dark Saddle/Black,,1C4JJXP65NW233834,"$59,028",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,14 mi,1C4JJXP66NW229520,"$58,945",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4JJXP69NW278338,"$59,467",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,,1C4JJXP61NW277586,"$60,141",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray,Black,0 mi,1C4JJXP67NW274367,"$60,169",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Brown (Limited Edition Gobi Clearcoat),Dark Saddle/Black,,1C4JJXP68NW236159,"$60,361",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sarge Green Clearcoat,Black,,1C4JJXP61NW153303,"$60,363",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Yellow (High Velocity Clearcoat),Black,,1C4JJXP67NW277754,"$60,363",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,0 mi,1C4JJXP64NW214417,"$60,695",Yaklin Chrysler Dodge Jeep Ram,"1550 W Kingsbury St<br>Seguin, TX 78155",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sarge Green Clearcoat,Black,10 mi,1C4JJXP63NW278884,"$60,760",Nyle Maxwell CDJR Austin,"13817 U.S. 183<br>Austin, TX 78750",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,White,Black,0 mi,1C4JJXP62NW198671,"$60,774",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121<br>Frisco, TX 75035",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4JJXR68NW249457,"$61,040",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Firecracker Red Clearcoat,Black,,1C4JJXP65NW277610,"$61,190",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXP67NW230479,"$61,193",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,12 mi,1C4JJXP69NW228121,"$61,274",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35<br>San Antonio, TX 78233",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXP62NW249778,"$61,445",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
