Make:,Model:,Year:,Mileage:,VIN:,Price:,Dealer Name:,Dealer Address:,Dealer's Price:,MSRP:,Location:,Transmission:,Interior Color:,Est. Gas Mileage*:,Battery Performance:,Engine:,Drivetrain:,Fuel Type:,Condition:,Cabin Size:,NHTSA Overall Safety Rating:
,Wrangler,,0 miles,1C4HJXFN4NW246453,"$61,164",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$60,765","$60,765","Frisco, TX
269 mi away",Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXFN0NW253884,"$62,172",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$62,172","$62,265","San Antonio, TX
8 mi away",Automatic,Black,,,,Four-Wheel Drive,,New,,
,Wrangler,,0 miles,1C4HJXFG6NW260324,"$67,424",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$67,424","$67,525","San Antonio, TX
8 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,10 miles,1C4JJXSJ2MW789433,"$80,995",Price Chrysler Dodge Jeep Ram,"1541 US Highway 181 N Floresville, TX 78114","$80,995","$80,995","Floresville, TX
25 mi away",Automatic,Black,"13 MPG City
17 MPG Highway
14 MPG Combined",,470 hp 6.4L V8,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,17 miles,1C4HJXDG4NW124454,4WD,Yaklin Chrysler Dodge Jeep Ram,"1550 W Kingsbury St Seguin, TX 78155",No Price Listed,Not Provided,"Seguin, TX
28 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP64NW214417,"$60,695",Yaklin Chrysler Dodge Jeep Ram,"1550 W Kingsbury St Seguin, TX 78155","$60,695","$60,695","Seguin, TX
28 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP64NW275797,"$54,880",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$54,880","$58,280","Houston, TX
172 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP60NW275795,"$55,485",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$55,485","$58,885","Houston, TX
172 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP69NW275794,"$55,880",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$55,880","$59,280","Houston, TX
172 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP69NW205292,"$58,280",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$58,280","$58,280","San Antonio, TX
8 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,13 miles,1C4JJXP67NW136926,"$58,280",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$58,280","$58,280","San Antonio, TX
8 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP68NW229521,"$58,550",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$58,550","$58,550","San Antonio, TX
8 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,25 miles,1C4JJXP60NW177883,"$58,888",Premier CDJR of Lamesa,"1611 Lubbock Hwy Lamesa, TX 79331","$58,580","$58,580","Lamesa, TX
308 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,14 miles,1C4JJXP66NW229520,"$58,945",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$58,945","$58,945","San Antonio, TX
8 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP67NW274367,"$60,169",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$59,770","$59,770","Frisco, TX
269 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP64NW214417,"$60,695",Yaklin Chrysler Dodge Jeep Ram,"1550 W Kingsbury St Seguin, TX 78155","$60,695","$60,695","Seguin, TX
28 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP62NW198671,"$60,774",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$60,375","$60,375","Frisco, TX
269 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,12 miles,1C4JJXP69NW228121,"$61,075",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$61,075","$61,075","San Antonio, TX
8 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP60NW228122,"$61,470",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$61,470","$61,470","San Antonio, TX
8 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP67NW228120,"$61,470",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$61,470","$61,470","San Antonio, TX
8 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP61NW264952,"$61,570",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$61,570","$61,570","San Antonio, TX
8 mi away",Automatic,Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,11 miles,1C4JJXP65NW232294,"$61,770",San Marcos Chrysler Dodge,"2990 I-35 S San Marcos, TX 78666","$61,770","$61,770","San Marcos, TX
38 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP69NW228569,"$61,969",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$61,570","$61,570","Frisco, TX
269 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,15 miles,1C4JJXP65NW153563,"$62,243",Premier CDJR of Lamesa,"1611 Lubbock Hwy Lamesa, TX 79331","$61,935","$61,935","Lamesa, TX
308 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXR68NW198655,"$62,325",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$62,325","$65,725","Houston, TX
172 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP61NW198211,"$62,525",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$62,525","$62,525","San Antonio, TX
8 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,13 miles,1C4JJXP67NW228571,"$62,619",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$62,220","$62,220","Frisco, TX
269 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,13 miles,1C4JJXP69NW228572,"$62,619",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$62,220","$62,220","Frisco, TX
269 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,9 miles,1C4JJXP6XNW198210,"$62,920",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$62,920","$62,920","San Antonio, TX
8 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,14 miles,1C4JJXP67NW198214,"$62,920",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$62,920","$62,920","San Antonio, TX
8 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP63NW264533,"$64,190",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$64,190","$64,190","San Antonio, TX
8 mi away",Automatic,Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,15 miles,1C4JJXR61NW152861,"$68,243",Premier CDJR of Lamesa,"1611 Lubbock Hwy Lamesa, TX 79331","$67,935","$67,935","Lamesa, TX
308 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXR62NW222268,"$69,685",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$69,685","$69,685","San Antonio, TX
8 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Tundra,,---,5TFLA5AB4NX012657,"$47,723",Toyota of Boerne,"31205 I-10 W Boerne, TX 78006","$47,723",Not Provided,"Boerne, TX
25 mi away",Automatic,Boulder Fabric,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5AB8NX011303,"$49,039",Toyota of Boerne,"31205 I-10 W Boerne, TX 78006","$49,039",Not Provided,"Boerne, TX
25 mi away",Automatic,Black (Boulder),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,1 miles,5TFLA5AB3NX111468,"$49,198",Family Toyota of Arlington,"1661 Wet N Wild Way Arlington, TX 76011","$48,957","$48,957","Arlington, TX
242 mi away",Automatic,,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,10 miles,5TFLA5AB1NX012499,"$49,970",North Park Toyota of San Antonio,"10703 S.W. Loop 410 San Antonio, TX 78211","$49,970","$49,970","San Antonio, TX
10 mi away",Automatic,Black (BOULDER),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5DB5NX038535,"$50,453",Toyota of Boerne,"31205 I-10 W<br>Boerne, TX 78006","$50,453",Not Provided,"Boerne, TX
25 mi away",Automatic,Black (Blk Fabric),"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,0 miles,5TFJA5AB4NX010771,"$54,796",Alamo Toyota,"18019 US 281 North<br>San Antonio, TX 78232","$54,796","$54,796","San Antonio, TX
8 mi away",Automatic,,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,10 miles,5TFLA5DB3NX040445,"$55,317",North Park Toyota of San Antonio,"10703 S.W. Loop 410<br>San Antonio, TX 78211","$55,317","$55,317","San Antonio, TX
10 mi away",Automatic,Gray (GRAPHITE),"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,0 miles,5TFJC5BC7NX001029,"$58,469",Alamo Toyota,"18019 US 281 North<br>San Antonio, TX 78232","$58,469","$58,469","San Antonio, TX
8 mi away",Automatic,,"18 MPG City
24 MPG Highway
20 MPG Combined",,437 hp 3.5L V6 Hybrid,4X2,Hybrid,New,Large Crew Cab,
,Tundra,,0 miles,5TFJC5AB0NX001141,"$58,859",Toyota of Laredo,"6324 Bob Bullock Loop<br>Laredo, TX 78041","$58,640","$58,640","Laredo, TX
145 mi away",Automatic,,"18 MPG City
24 MPG Highway
20 MPG Combined",,437 hp 3.5L V6 Hybrid,4X2,Hybrid,New,Large Crew Cab,
,Tundra,,5 miles,5TFJA5DB5NX014601,"$60,168","Powell Watson Motors, Inc.","6301 Arena Blvd<br>Laredo, TX 78041","$59,949","$59,949","Laredo, TX
145 mi away",Automatic,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,0 miles,5TFNA5DB3NX039174,"$65,187",Alamo Toyota,"18019 US 281 North<br>San Antonio, TX 78232","$65,187","$65,187","San Antonio, TX
8 mi away",Automatic,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,0 miles,5TFPC5DB4NX004081,"$70,377",Alamo Toyota,"18019 US 281 North<br>San Antonio, TX 78232","$70,377","$70,377","San Antonio, TX
8 mi away",Automatic,,"17 MPG City
23 MPG Highway
19 MPG Combined",,437 hp 3.5L V6 Hybrid,Four-Wheel Drive,Hybrid,New,Large Crew Cab,
,Tundra,,2 miles,5TFMC5EC2NX001223,4WD,Red Mccombs Toyota,"13526 Interstate 10 Frontage Road<br>San Antonio, TX 78249",No Price Listed,Not Provided,"San Antonio, TX
12 mi away",Automatic,,"17 MPG City
23 MPG Highway
19 MPG Combined",,437 hp 3.5L V6 Hybrid,Four-Wheel Drive,Hybrid,New,Large Crew Cab,
,Tundra,,0 miles,5TFKB5ABXNX012476,RWD,Red Mccombs Toyota,"13526 Interstate 10 Frontage Road<br>San Antonio, TX 78249",No Price Listed,Not Provided,"San Antonio, TX
12 mi away",Automatic,,"18 MPG City
24 MPG Highway
20 MPG Combined",,348 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5DBXNX035937,4WD,Toyota of Boerne,"31205 I-10 W<br>Boerne, TX 78006",No Price Listed,Not Provided,"Boerne, TX
25 mi away",Automatic,Black (Blk Fabric),"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5AB0NX011280,RWD,Toyota of Boerne,"31205 I-10 W<br>Boerne, TX 78006",No Price Listed,Not Provided,"Boerne, TX
25 mi away",Automatic,Black (Blk Fabric),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5DB1NX036393,4WD,Toyota of Boerne,"31205 I-10 W<br>Boerne, TX 78006",No Price Listed,Not Provided,"Boerne, TX
25 mi away",Automatic,Black (Blk Fabric),"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5AB3NX011743,RWD,Toyota of Boerne,"31205 I-10 W<br>Boerne, TX 78006",No Price Listed,Not Provided,"Boerne, TX
25 mi away",Automatic,Gray (Boulder),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5DB9NX035864,4WD,Toyota of Boerne,"31205 I-10 W<br>Boerne, TX 78006",No Price Listed,Not Provided,"Boerne, TX
25 mi away",Automatic,Silver (Boulder Fabric),"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5AB8NX010894,RWD,Toyota of Boerne,"31205 I-10 W<br>Boerne, TX 78006",No Price Listed,Not Provided,"Boerne, TX
25 mi away",Automatic,Black (Blk Fabric),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFJA5BC8NX001983,RWD,Toyota of Boerne,"31205 I-10 W<br>Boerne, TX 78006",No Price Listed,Not Provided,"Boerne, TX
25 mi away",Automatic,Boulder,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Bronco,,0 miles,1FMEE5DP8NLB35076,"$32,174",DeMontrond Ford,"3944 US 59 S<br>Cleveland, TX 77328","$32,020",Not Provided,"Cleveland, TX
157 mi away",Automatic,STONE/BLACK,,,310 hp 2.7L V6,,Gasoline,New,,
,Bronco,,0 miles,1FMDE5BH9NLB12171,"$40,624",DeMontrond Ford,"3944 US 59 S<br>Cleveland, TX 77328","$40,470",Not Provided,"Cleveland, TX
157 mi away",,GRAY/BLACK,,,270 hp 2.3L I4,,Gasoline,New,,
,Bronco,,0 miles,1FMDE5BH9NLB13062,"$42,169",DeMontrond Ford,"3944 US 59 S<br>Cleveland, TX 77328","$42,015",Not Provided,"Cleveland, TX
157 mi away",,GRAY/BLACK,,,270 hp 2.3L I4,,Gasoline,New,,
,Bronco,,0 miles,1FMDE5CP1NLB31612,"$44,649",DeMontrond Ford,"3944 US 59 S<br>Cleveland, TX 77328","$44,495",Not Provided,"Cleveland, TX
157 mi away",Automatic,VINYL BLACK,,,310 hp 2.7L V6,,Gasoline,New,,
,Bronco,,8 miles,1FMDE5BH6NLB45077,"$45,465",Maxwell Ford,"5000 South IH-35<br>Austin, TX 78745","$45,465","$45,465","Austin, TX
3 mi away",Automatic,,"20 MPG City
21 MPG Highway
20 MPG Combined",,270 hp 2.3L I4,Four-Wheel Drive,Gasoline,New,,
,Bronco,,10 miles,1FMDE5BH2NLB33377,"$46,520",Griffith Ford San Marcos,"2661 N Interstate 35<br>San Marcos, TX 78666","$46,520","$46,520","San Marcos, TX
23 mi away",,Blue (SV),,,270 hp 2.3L I4,Four-Wheel Drive,Gasoline,New,,
,Bronco,,8 miles,1FMDE5BH8NLB45095,"$46,775",Maxwell Ford,"5000 South IH-35<br>Austin, TX 78745","$46,775","$46,775","Austin, TX
3 mi away",Automatic,,"20 MPG City
21 MPG Highway
20 MPG Combined",,270 hp 2.3L I4,Four-Wheel Drive,Gasoline,New,,
,Bronco,,11 miles,1FMEE5BP1NLB44446,"$49,115",Maxwell Ford,"5000 South IH-35<br>Austin, TX 78745","$49,115","$49,115","Austin, TX
3 mi away",Automatic,,"19 MPG City
20 MPG Highway
19 MPG Combined",,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,New,,
,Bronco,,11 miles,1FMEE5BP4NLB43551,"$49,115",Maxwell Ford,"5000 South IH-35<br>Austin, TX 78745","$49,115","$49,115","Austin, TX
3 mi away",Automatic,,"19 MPG City
20 MPG Highway
19 MPG Combined",,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,New,,
,Bronco,,10 miles,1FMDE5BH4NLA82318,"$63,115","J.O. Williams Motors, Inc.","419 E Broadway Ave.<br>Gladewater, TX 75647","$62,955","$52,955","Gladewater, TX
230 mi away",Automatic,Blue (Roast),"20 MPG City
21 MPG Highway
20 MPG Combined",,270 hp 2.3L I4,Four-Wheel Drive,Gasoline,New,,
,Bronco,,8 miles,1FMEE5BPXNLB44588,"$51,760",Maxwell Ford,"5000 South IH-35<br>Austin, TX 78745","$51,760","$51,760","Austin, TX
3 mi away",Automatic,,"19 MPG City
20 MPG Highway
19 MPG Combined",,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,New,,
,Bronco,,10 miles,1FMEE5DP6NLB31740,"$54,270",Griffith Ford San Marcos,"2661 N Interstate 35<br>San Marcos, TX 78666","$54,270","$54,270","San Marcos, TX
23 mi away",,Black (PV),"19 MPG City
20 MPG Highway
19 MPG Combined",,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,New,,
,Bronco,,10 miles,1FMEE5DP4NLB25337,"$54,920",Griffith Ford San Marcos,"2661 N Interstate 35<br>San Marcos, TX 78666","$54,920","$54,920","San Marcos, TX
23 mi away",,Black (RV),,,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,New,,
,Bronco,,10 miles,1FMEE5DP3NLB09887,"$55,725",Griffith Ford San Marcos,"2661 N Interstate 35<br>San Marcos, TX 78666","$55,725","$55,725","San Marcos, TX
23 mi away",,Silver (2V),,,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,New,,
,Bronco,,3 miles,1FMEE5DP4NLB30943,"$56,744",DeMontrond Ford,"3944 US 59 S<br>Cleveland, TX 77328","$56,590",Not Provided,"Cleveland, TX
157 mi away",Automatic,Blue (SANDSTONE),,,310 hp 2.7L V6,,Gasoline,New,,
,Bronco,,269 miles,1FMDE5BH2NLA83712,"$57,590",Carvana,"3944 US 59 S<br>Cleveland, TX 77328","$57,590",Not Provided,,Automatic,Black,"20 MPG City
21 MPG Highway
20 MPG Combined",,270 hp 2.3L I4,Four-Wheel Drive,Gasoline,New,,
,Bronco,,10 miles,1FMEE5DP1NLB31435,"$63,245",Griffith Ford San Marcos,"2661 N Interstate 35<br>San Marcos, TX 78666","$63,245","$63,245","San Marcos, TX
23 mi away",,Red (TV),"19 MPG City
20 MPG Highway
19 MPG Combined",,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,New,,
,Bronco,,10 miles,1FMEE5DP3NLB32912,"$64,185",Griffith Ford San Marcos,"2661 N Interstate 35<br>San Marcos, TX 78666","$64,185","$64,185","San Marcos, TX
23 mi away",,Gray (8V),,,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,New,,
,Bronco,,58 miles,1FMEE5DP0NLA79277,"$68,990",Carvana,"2661 N Interstate 35<br>San Marcos, TX 78666","$68,990",Not Provided,,Automatic,Black,"17 MPG City
17 MPG Highway
17 MPG Combined",,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,New,,
,Bronco,,0 miles,1FMEE5DP8MLA94298,4WD,Covert Ford Lincoln-Austin,"11514 Research Blvd<br>Austin, TX 78759",No Price Listed,Not Provided,"Austin, TX
12 mi away",Automatic,Black Onyx,"18 MPG City
20 MPG Highway
18 MPG Combined",,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,New,,
,Bronco,,0 miles,1FMDE5CP5NLA97657,4WD,Covert Ford Lincoln-Austin,"11514 Research Blvd<br>Austin, TX 78759",No Price Listed,Not Provided,"Austin, TX
12 mi away",Automatic,Black Onyx,"19 MPG City
20 MPG Highway
19 MPG Combined",,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,New,,
,Bronco,,0 miles,1FMDE5BH7NLB12346,4WD,Covert Ford Hutto,"1200 US Highway 79, #B<br>Hutto, TX 78634",No Price Listed,"$47,905","Hutto, TX
26 mi away",,Dark Gray w/Black Onyx,,,270 hp 2.3L I4,Four-Wheel Drive,Gasoline,New,,
,Bronco,,0 miles,1FMDE5CP8NLB31462,4WD,Covert Ford Lincoln-Austin,"11514 Research Blvd<br>Austin, TX 78759",No Price Listed,Not Provided,"Austin, TX
12 mi away",Automatic,Black (Lthtrm/Vnyl Sstone/Blk St),"19 MPG City
20 MPG Highway
19 MPG Combined",,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,New,,
,Bronco,,0 miles,1FMEE5DP9NLB07528,4WD,Mac Haik Ford Lincoln,"7201 South IH-35<br>Georgetown, TX 78627",No Price Listed,Not Provided,"Georgetown, TX
28 mi away",Automatic,,"19 MPG City
20 MPG Highway
19 MPG Combined",,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,New,,
,Bronco,,0 miles,1FMDE5BH3NLB16037,4WD,Mac Haik Ford Lincoln,"7201 South IH-35<br>Georgetown, TX 78627",No Price Listed,Not Provided,"Georgetown, TX
28 mi away",Automatic,,"20 MPG City
21 MPG Highway
20 MPG Combined",,270 hp 2.3L I4,Four-Wheel Drive,Gasoline,New,,
,Bronco,,0 miles,1FMDE5BH2NLB21925,4WD,Covert Ford Lincoln-Austin,"11514 Research Blvd<br>Austin, TX 78759",No Price Listed,Not Provided,"Austin, TX
12 mi away",Automatic,Black Onyx,"20 MPG City
21 MPG Highway
20 MPG Combined",,270 hp 2.3L I4,Four-Wheel Drive,Gasoline,New,,
,Bronco,,0 miles,1FMEE5DP2NLB07614,4WD,Covert Ford Lincoln-Austin,"11514 Research Blvd<br>Austin, TX 78759",No Price Listed,Not Provided,"Austin, TX
12 mi away",Automatic,Black (Lthtrm/Vnyl Sstone/Blk St),"19 MPG City
20 MPG Highway
19 MPG Combined",,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,New,,
,Bronco,,"7,707 miles",1FMEE5DP2MLA90053,"$58,674",Maxwell Ford,"5000 South IH-35<br>Austin, TX 78745","$58,674",Not Provided,"Austin, TX
3 mi away",Automatic,,"17 MPG City
18 MPG Highway
17 MPG Combined",,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,New,,
